Text,Lemmas,Neutral,Negative,Positive,Overall
"@gazprombank Все уже уладили, спасибо! Извините за излишние эмоции!","['весь', 'уладить', 'спасибо', 'извинить', 'излишний', 'эмоция']",0.0,0.275139719247818,0.0,Negative
"@gazprombank Ребят, ваша бесполезная помощь не нужна.
Завтра лично приду в отделение банка. Пять дней ждать ответа - перебор.
Две недели без денег. Пожалуй, я сменю банк","['ребята', 'бесполезный', 'помощь', 'нужный', 'завтра', 'лично', 'прийти', 'отделение', 'пять', 'день', 'ждать', 'ответ', 'перебор', 'неделя', 'пожалуй', 'сменить']",0.12253321707248688,0.6297846436500549,0.0,Negative
"@gazprombank Спасибо за помощь. Два дня жду. В очередной убедился, что с вашим банком не хочется иметь ничего общего","['спасибо', 'помощь', 'день', 'ждать', 'очередной', 'убедиться', 'хотеться', 'иметь', 'ничто', 'общий']",0.0,0.5621865391731262,0.0,Negative
@gazprombank Отправил,['отправить'],0.9903015494346619,0.09535945951938629,0.0,Neutral
"@gazprombank Добрый день,это нормально,что в вашем банке жалобы рассматривают по полтора месяца???","['добрый', 'день', 'нормальный', 'жалоба', 'рассматривать', 'полтора', 'месяц']",0.0,0.46102678775787354,0.13297423720359802,Negative
"@gazprombank лично мне не требуется какой-либо помощи.
вопрос в том где брать достоверную информацию о работе банка.
по каждому вопросу ездить в офис очень не удобно.
*0701 как источник вызвал сомнения.","['лично', 'требоваться', 'либо', 'помощь', 'вопрос', 'брать', 'достоверный', 'информация', 'работа', 'каждый', 'вопрос', 'ездить', 'офис', 'очень', 'удобно', 'источник', 'вызвать', 'сомнение']",0.3923468291759491,0.4301573634147644,0.0,Negative
"@gazprombank Моя зарплатная карта истекла. В дни, когда я нахожусь в другой стране. Забрать не могу. Карта заблокирована. Деньги снять не могу. В поддержке говорят, что помочь не могут.
Мне даже неизвестно, в каком отделении забирать. Но это вопрос второй. Главное - я не могу воспользоваться","['зарплатный', 'истечь', 'день', 'находиться', 'страна', 'забрать', 'мочь', 'заблокировать', 'снять', 'мочь', 'поддержка', 'говорят', 'помочь', 'мочь', 'неизвестно', 'отделение', 'забирать', 'вопрос', 'главный', 'мочь', 'воспользоваться']",0.4532718360424042,0.6224693655967712,0.0,Negative
"@gazprombank горите вы огнём. Голубым. 
Толку от банка не больше, чем от жестяной банки","['гореть', 'огонь', 'голубой', 'толк', 'большой', 'жестяной']",0.0,0.538993239402771,0.0,Negative
"@gazprombank @WhiteApfel Правильно, осталось только клиенту совсем отрубить доступ к ДБО, чтобы они с ещё большей вероятностью остались в безопасности","['правильно', 'остаться', 'клиент', 'отрубить', 'доступ', 'дбо', 'ещё', 'больший', 'вероятность', 'остаться', 'безопасность']",0.0,0.7431780099868774,0.0,Negative
@gazprombank ок .,['ок'],0.6442351341247559,0.0,0.0,Neutral
"@gazprombank @mishalibertee г. Калиниград, физлиц обслуживает ОДНО!!! отделение на весь город, причем самое маленькое. Из 8 рабочих мест работают 2. В результате 20 человек в 40м2 офисе.
P.S.
Вопрос к специалисту @mishalibertee промдизайн свинарника рекомендует такое же отношение площади к поголовью? Спасиб","['год', 'калиниград', 'физлицо', 'обслуживать', 'отделение', 'город', 'причём', 'самый', 'маленький', 'рабочий', 'место', 'работать', 'результат', 'человек', 'метр', 'офис', 'плата', 'вопрос', 'специалист', 'промдизайн', 'свинарник', 'рекомендовать', 'отношение', 'площадь', 'поголовье', 'спасиб']",0.19194278120994568,0.40734341740608215,0.0,Negative
"@gazprombank @mishalibertee Лол, да у вас очереди в отделении хуже чем в поликлинике. С таким сервисом это реально лучшее применение ваших карт","['лола', 'очередь', 'отделение', 'худой', 'поликлиника', 'сервис', 'реально', 'хороший', 'применение',]",0.24509501457214355,0.3998216390609741,0.0,Negative
"@gazprombank @C_Shark3000 Нет уже скриншотов и денег на счету.
Заходим в приложение любого другого банка, делаем пополнение с карты, выбираем карту вашего банка.
После этого выходит окно 3D secure с просьбой ввести шестизначный код из смс. Вот там вся эта херота.","['скриншот', 'заходить', 'приложение', 'любой', 'делать', 'пополнение', 'выбирать', 'выходить', 'окно', 'год', 'безопасный', 'просьба', 'ввести', 'шестизначный', 'код', 'смс', 'херота']",0.0,0.538993239402771,0.0,Negative
"@gazprombank @C_Shark3000 Ваша страница 3ds выдаёт форму заполнения шестизначного кода не переключая клавиатуру на цифровую не забирая текст код последней смс и зачем-то заставляет нажимать галочку «согласен» 
Чтобы ввести код надо нажать галочку, переключить клавиатуру, ввести 6 знаков Вместо одного тапа","['ваш', 'страница', 'выдавать', 'форма', 'заполнение', 'шестизначный', 'код', 'переключать', 'клавиатура', 'цифровой', 'забирать', 'текст', 'код', 'последний', 'смс', 'заставлять', 'нажимать', 'галочка', 'согласный', 'ввести', 'код', 'нажать', 'галочка', 'переключить', 'клавиатура', 'ввести', 'знак', 'вместо', 'тапа']",0.0,0.5775054097175598,0.0,Negative
@gazprombank  подскажите что это за изменение баланса такое? https://t.co/wkdKCcysY5,"['подсказать', 'изменение', 'баланс']",0.9539760947227478,0.29422497749328613,0.0,Neutral
"@gazprombank, согласно ч.6 ст.70 ФЗ «Об исполнительном производстве», банк в срок до 7 дней должен списать деньги со счёта должника по исполнительному листу в пользу взыскателя.
04.10 был подан исп.лист в СПб ф-л банка (вх.№С1510764, №С1510763).
Уже 9 дней, денег нет.
Что так?","['согласно', 'число', 'ст', 'фз', 'исполнительный', 'производство', 'срок', 'день', 'должный', 'списать', 'должник', 'исполнительный', 'лист', 'польза', 'взыскатель', 'подать', 'исп', 'лист', 'спб', 'ф', 'литр', 'вх', 'день']",0.21734751760959625,0.538993239402771,0.0,Negative
"@gazprombank AnyDesk не позволяет удаленно управлять iPhone, максимум - показывать экран. При этом, чтобы такое получилось, необходимо моё подтверждение, которое невозможно сделать неосознанно. Вы можете запретить запись с экрана в приложении, тогда не будет раскрытия данных.","['люба', 'стол', 'позволять', 'удалённый', 'управлять', 'айфон', 'максимум', 'показывать', 'экран', 'получиться', 'необходимый', 'подтверждение', 'невозможно', 'сделать', 'неосознанно', 'мочь', 'запретить', 'запись', 'экран', 'приложение', 'раскрытие', 'дать']",0.5698626637458801,0.3557848632335663,0.0,Neutral
"@gazprombank А вы вообще не должны лезть в другие приложения у меня на телефоне. Максимум что допустимо - проверка на джейлбрейк/рут, но вы не в праве решать, какими приложениями мне пользоваться.","['вообще', 'должный', 'лезть', 'приложение', 'телефон', 'максимум', 'допустимый', 'проверка', 'джейлбрейк', 'рута', 'право', 'решать', 'приложение', 'пользоваться']",0.6723417043685913,0.2689514458179474,0.0,Neutral
@gazprombank вы че? А работать мне как? Нормальные вообще? https://t.co/DpJpfdS8wk,"['че', 'работать', 'нормальный', 'вообще']",0.11921291798353195,0.5544804334640503,0.0,Negative
"@gazprombank @TeamViewer По видимому, Вы не очень представляете себе, как устроено это приложение.Без моего ведома/разрешения - никто не может «подключиться к моему телефону».Все же считаю, что нужно давать выбор клиенту - отказываться от данного ПО или просто брать на себя ответственность за последствия","['видимый', 'очень', 'представлять', 'устроить', 'приложение', 'ведомо', 'разрешение', 'никто', 'мочь', 'подключиться', 'телефон', 'считать', 'нужно', 'давать', 'выбор', 'клиент', 'отказываться', 'данный', 'просто', 'брать', 'ответственность', 'последствие']",0.5698626637458801,0.6001983880996704,0.0,Negative
"@gazprombank @GAZPROMGermania @GazpromDE @Gazprom 
Что то пошло не так ...) Цена на газ в Европе упала более чем на 200 долларов за десять минут https://t.co/o4x0xAohfa @KremlinRussia_E @KremlinRussia 2012165462 ... отрицательное решение. Банк ГПБ (АО)
))","['пошло', 'цена', 'газ', 'европа', 'упасть', 'доллар', 'десять', 'минута', 'отрицательный', 'решение', 'гпб', 'ао']",0.0,0.607673168182373,0.0,Negative
@gazprombank Спустя 10 дней после получения так и не разблокировали зарплатную карту,"['спустя', 'день', 'получение', 'разблокировать', 'зарплатный']",0.4378334879875183,0.5156299471855164,0.0,Negative
"@gazprombank Тем не менее, руководитель не принимает участия в обслуживании клиентов, хотя очередь не становится меньше. @sberbank а у вас можно просидеть в очереди 45 минут и за это время обслужить всего 5 клиентов? Мой талончик внизу, а время идет и идёт... https://t.co/qybGE6lExm","['менее', 'руководитель', 'принимать', 'участие', 'обслуживание', 'клиент', 'хотя', 'очередь', 'становиться', 'маленький', 'просидеть', 'очередь', 'минута', 'время', 'обслужить', 'клиент', 'талончик', 'внизу', 'время', 'идти', 'идти']",0.0,0.7057950496673584,0.0,Negative
@gazprombank в отделении на Московском пр-те в СПб у вас вообще сотрудников нет? В очереди сидит 20 человек и всего один оператор на всех!,"['отделение', 'московский', 'пр', 'спб', 'вообще', 'сотрудник', 'очередь', 'сидеть', 'человек', 'оператор',]",0.14034625887870789,0.6513648629188538,0.0,Negative
"@gazprombank очень классно работает Служба поддержки
Банкомат не выдал деньги со сторонней карты, со счета они списались, говорят мол отследить ничего не можем разбирайтесь со своим банком. Але, мне ВАШ банкомат не выдал купюры😭","['очень', 'классно', 'работать', 'служба', 'поддержка', 'выдать', 'сторонний', 'списаться', 'говорят', 'мол', 'отследить', 'ничто', 'мочь', 'разбираться', 'свой', 'ала', 'выдать', 'купюра', 'громко', 'плач']",0.0,0.7057950496673584,0.0,Negative
"@gazprombank я могу прийти в офис и продолжить настройку кампусной карты там, а не ждать полмесяца, пока это сделают в вузе? Нижний Новгород","['мочь', 'прийти', 'офис', 'продолжить', 'настройка', 'кампусный', 'ждать', 'полмесяца', 'пока', 'сделать', 'вуз', 'нижний', 'новгород']",0.29422497749328613,0.320831298828125,0.0,Negative
"@gazprombank В таком случае это просто невероятное совпадение день в день и час в час сразу после привязки вашей карты к моему номеру
Чудеса, не правда ли?","['случай', 'просто', 'невероятный', 'совпадение', 'день', 'день', 'час', 'час', 'сразу', 'привязка', 'номер', 'чудо', 'правда']",0.0,0.7371681928634644,0.14034625887870789,Negative
@gazprombank Ответила.,['ответить'],0.9850529432296753,0.06372499465942383,0.0,Neutral
"@gazprombank : надо как-то импортозамещение поддерживать
Наши производители банкоматов: может вы забугорщину на наше оборудование замените?
ГПБ: почему бы и нет 😏 https://t.co/IYacndrYEl","['импортозамещение', 'поддерживать', 'наш', 'производитель', 'мочь', 'забугорщина', 'наш', 'оборудование', 'заменить', 'гпб', 'ухмыляться']",0.287777841091156,0.3557848632335663,0.0,Negative
@gazprombank @sberbank @tinkoff_bank Почитайте в сообщениях,"['почитать', 'сообщение']",0.6791887283325195,0.3629792034626007,0.0,Neutral
"@gazprombank @RuSamarabus @mirpaycard дайте, пожалуйста, пояснения по вопросу невозможности оплаты проезда в ОТ по карте Газпромбанка Мир??? Каждая поездка - это мини-война с кондуктором. Карты считываются через раз. В чем проблема? В оборудовании, в картах, в кондукторах?","['дать', 'пожалуйста', 'пояснение', 'вопрос', 'невозможность', 'оплата', 'проезд', 'мир', 'каждый', 'поездка', 'минь', 'война', 'кондуктор', 'считываться', 'проблема', 'оборудование', 'кондуктор']",0.3923468291759491,0.44553956389427185,0.0,Negative
"@gazprombank Ваших извинений на всех не хватит. Снова придём к кодовому слову, которое вчера подошло (и я смогла осуществить ту самую единственную операцию), а сегодня с 3 разными операторами 6 вариантов ну никак не подошли. Деньги не перевести, к эл.платежным системам не привязать. НИ ЧЕ ГО","['ваш', 'извинение', 'хватить', 'снова', 'прийти', 'кодовый', 'слово', 'вчера', 'подойти', 'смочь', 'осуществить', 'самый', 'единственный', 'операция', 'сегодня', 'разный', 'оператор', 'вариант', 'никак', 'подойти', 'перевести', 'эл', 'платёжный', 'система', 'привязать', 'че', 'го']",0.1824355274438858,0.523430347442627,0.0,Negative
@gazprombank А ещё круто 59₽ за информирование . Но о том что происходит списание этих 59₽ не информируют😡,"['ещё', 'круто', 'информирование', 'происходить', 'списание', 'информировать', 'надутый']",0.21734751760959625,0.4921981394290924,0.0,Negative
"@gazprombank Заблокировали карту (лимит не исчерпан) не известили не перепроверили. 
Пришлось тащится в офис
Пришлось тратить ₽₽ без кэшбэка т.к. умный кб на заблокированной карте.","['заблокировать', 'лимит', 'исчерпать', 'известить', 'перепроверить', 'прийтись', 'тащиться', 'офис', 'прийтись', 'тратить', 'кэшбэк', 'умный', 'кб', 'заблокировать']",0.0,0.5775054097175598,0.0,Negative
@gazprombank Написал!,['написать'],0.9908843636512756,0.02596735954284668,0.0,Neutral
"@gazprombank работодатель заказал зарплатную карту больше чем две недели назад, а её ещё не сделали, можете пожалуйста помочь?","['работодатель', 'заказать', 'зарплатный', 'большой', 'неделя', 'назад', 'её', 'ещё', 'сделать', 'мочь', 'пожалуйста', 'помочь']",0.59267657995224,0.348655104637146,0.0,Neutral
"@gazprombank Отправил, действуйте","['отправить', 'действовать']",0.9539760947227478,0.30736804008483887,0.0,Neutral
"@gazprombank Нет конечно, талонов раздали, а оператора два всего. Уроды","['талон', 'раздать', 'оператор', 'урод']",0.0,0.7931159734725952,0.0,Negative
@gazprombank что за уродский сервис в отделении? В час-пик работает 2 окна из 7!! СПб Ленинский 124. Помойка с лицом Бондарчука,"['уродский', 'сервис', 'отделение', 'час', 'пик', 'работать', 'окно', 'спб', 'ленинский', 'помойка', 'бондарчук']",0.3775506913661957,0.5544804334640503,0.0,Negative
"@gazprombank если бы там была такая функция я бы изменила, но ее там нет
да и это не единственная претензия к этому банку, меня зимой гоняли по трём отделениям в трёх разных городах между которыми по 150 км за одной картой","['функция', 'изменить', 'единственный', 'претензия', 'зимой', 'гонять', 'отделение', 'разный', 'город', 'километр']",0.33459946513175964,0.6224693655967712,0.0,Negative
"@gazprombank а объясните плиз, я вашем банком не пользуюсь, все карты заблокировал, хотел бы удалить себя, но у вас это слишком сложно. 
Почему вы мне платные услуги подключаете сами? 59 рублей в месяц. Для чего? https://t.co/gYSbgNhLLY","['объяснить', 'плиз', 'пользоваться', 'заблокировать', 'хотеть', 'удалить', 'слишком', 'сложно', 'платный', 'услуга', 'подключать', 'рубль', 'месяц']",0.29422497749328613,0.6224693655967712,0.0,Negative
@gazprombank Спасибо :),['спасибо'],0.0,0.0,0.0,Neutral
"@gazprombank Отмените, пожалуйста, меня это не интересует
Слишком навязчивые прозвоны только отталкивают","['отменить', 'пожалуйста', 'интересовать', 'слишком', 'навязчивый', 'прозвон', 'отталкивать']",0.6442351341247559,0.3629792034626007,0.0,Neutral
"@gazprombank подскажите, пожалуйста, зачем мне ваши коллеги звонят постоянно? :))))","['подсказать', 'пожалуйста', 'коллега', 'звонить', 'постоянно']",0.9149109721183777,0.29422497749328613,0.0,Neutral
"@gazprombank @mishalibertee Газпромбанк нарушает права потребителя, отказ в отзыве персональных данных","['нарушать', 'право', 'потребитель', 'отказ', 'отзыв', 'персональный', 'дать']",0.6297846436500549,0.546748161315918,0.0,Neutral
"@gazprombank обходите данный банк стороной! Кому интересно, напишу в лс! Горячая линия это просто трэш! А в офисах сидят «специалисты» не того уровня! Им только на базаре семечки продавать и сидеть спорить!","['обходить', 'данный', 'стороной', 'кома', 'интересно', 'написать', 'лс', 'горячий', 'линия', 'просто', 'трэш', 'офис', 'сидеть', 'специалист', 'уровень', 'имя', 'базар', 'семечко', 'продавать', 'сидеть', 'спорить']",0.1520422399044037,0.6370407938957214,0.0,Negative
"@gazprombank Шаблонный ответ, ничего нового по моей проблеме не услышал!","['шаблонный', 'ответ', 'ничто', 'новое', 'проблема', 'услышать']",0.1824355274438858,0.7122421860694885,0.0,Negative
@gazprombank Вам самим не смешно? Два месяца не можете решить! Два МЕСЯЦА!!!,"['смешно', 'месяц', 'мочь', 'решить', 'месяц']",0.0,0.5544804334640503,0.0,Negative
"@gazprombank не обращайтесь в данный банк и ни в коем случае не берите кредит! Самый ущербный банк! Только могут обещать! Пошёл второй месяц, а проблема не решена! Одни обещания!!!","['обращаться', 'данный', 'кой', 'случай', 'брать', 'кредит', 'самый', 'ущербный', 'мочь', 'обещать', 'пойти', 'месяц', 'проблема', 'решить', 'обещание']",0.2814156115055084,0.4765896201133728,0.0,Negative
"@gazprombank Отписал. Но мне кажется, что эффективнее будет оставить этот же отзыв на более профильном ресурсе.

https://t.co/WQYRgBwQzD","['отписать', 'кажется', 'эффективный', 'оставить', 'отзыв', 'профильный', 'ресурс']",0.26285186409950256,0.4225146472454071,0.0,Negative
@gazprombank Написал,['написать'],0.9908843636512756,0.02596735954284668,0.0,Neutral
@gazprombank @mishalibertee Ничего нормально сделать не можете. Это же надо в век цифровых технологий так косорезить. ГПБ- говнобанк,"['ничто', 'нормальный', 'сделать', 'мочь', 'век', 'цифровой', 'технология', 'косорезить', 'гпб', 'говнобанк']",0.30736804008483887,0.5000100135803223,0.0,Negative
@gazprombank @mishalibertee Говнобанк. Не могут решить проблему с получением пин-кода,"['говнобанк', 'мочь', 'решить', 'проблема', 'получение', 'пин', 'код']",0.21207880973815918,0.6723417043685913,0.0,Negative
"@gazprombank пойду решать вопрос в офис, онлайн ничего не дождёшься :)","['пойти', 'решать', 'вопрос', 'офис', 'онлайн', 'ничто', 'дождаться']",0.7879412174224854,0.15611489117145538,0.0,Neutral
"@gazprombank можете отменить заявку на молодёжную карту, она мне больше не нужна :))","['мочь', 'отменить', 'заявка', 'молодёжный', 'большой', 'нужный']",0.2509227991104126,0.33459946513175964,0.0,Negative
@gazprombank Я кинула заявку на оформление 16 числа. 21 мне должны были привезти карту. Вам вообще не нужны клиенты или че,"['кинуть', 'заявка', 'оформление', 'число', 'должный', 'привезти', 'вообще', 'нужный', 'клиент', 'че']",0.0,0.6370407938957214,0.0,Negative
"@gazprombank А сейчас
Мне до сих пор никто не позвонил, не написал, где моя карточка блин","['сей', 'пора', 'никто', 'позвонить', 'написать', 'карточка', 'блин']",0.3923468291759491,0.6224693655967712,0.0,Negative
"@gazprombank самая ужасная работа банка, чтоб вы понимали :)","['самый', 'ужасный', 'работа', 'понимать']",0.0,0.8175845146179199,0.0,Negative
"@gazprombank в понимании вашего банка ближайшее время это сколько? И почему, когда я к необходимой дате бронирую доставку меня опрокидывают? https://t.co/Vlh5dCBXHA","['понимание', 'ближний', 'время', 'сколько', 'необходимый', 'дата', 'бронировать', 'доставка', 'опрокидывать']",0.41490885615348816,0.6926519870758057,0.0,Negative
"@gazprombank: мы выпустили премиальную карточку, но в каком она отделении не скажем.
Объехав пол Москвы нахожу карточку.
@gazprombank: но пользоваться вы ей не сможете - мы накасячили, но исправлять не будем!

Премиум сервис...","['выпустить', 'премиальный', 'карточка', 'отделение', 'скажем', 'объехать', 'половина', 'москва', 'находить', 'карточка', 'пользоваться', 'смочь', 'накасячить', 'исправлять', 'премиум', 'сервис']",0.3557848632335663,0.3415925204753876,0.0,Neutral
@gazprombank а почему я не могу зайти в личный кабинет по причине того что он заблокирован ЕСЛИ МНЕ РАЗБЛОКИРОВАЛИ ДВА РАЗА УЖЕ😭😭😭😭😭😭,"['мочь', 'зайти', 'личный', 'кабинет', 'причина', 'заблокировать', 'разблокировать', 'громко', 'плач', 'громко', 'плач', 'громко', 'плач', 'громко', 'плач', 'громко', 'плач', 'громко', 'плач']",0.0,0.8354935646057129,0.0,Negative
"@gazprombank а почему мне личный кабинет уже два раза разблокировали.
НО ЗАЙТИ Я ВСЁ РАВНО НЕ МОГУ ПОТОМУ ЧТО ОН ЗАБЛОКИРОВАН 
КАКОГО ЧЕРТА😭","['личный', 'кабинет', 'разблокировать', 'зайти', 'равно', 'мочь', 'заблокировать', 'черта', 'громко', 'плач']",0.0,0.839743971824646,0.0,Negative
"@gazprombank а как вы собираетесь «учитывать мои пожелания»? Или это было с вашей стороны просто сообщение, чтобы я отвязался?","['собираться', 'учитывать', 'пожелание', 'сторона', 'просто', 'сообщение', 'отвязаться']",0.7057950496673584,0.3702353835105896,0.0,Neutral
@gazprombank когда мне ждать такую «галочку» в приложении?,"['ждать', 'галочка', 'приложение']",0.8558611869812012,0.2509227991104126,0.0,Neutral
"@gazprombank значит добавьте такую возможность в приложение, какую-нибудь галочку, при нажатии на которую будет предупреждение «Я понимаю риск и всё такое», иначе мне такое приложение не нужно и хранить ничего в банке я не буду","['значит', 'добавить', 'возможность', 'приложение', 'нибыть', 'галочка', 'нажатие', 'предупреждение', 'понимать', 'риск', 'иначе', 'приложение', 'нужно', 'хранить', 'ничто']",0.4843900501728058,0.4532718360424042,0.0,Neutral
"@gazprombank а деньги, которые хранятся у меня на счетах, стесняюсь спросить, мои или ваши? Давайте я сам решу как мне ими распоряжаться. Почему-то приложения других банков не запрещают мне пользоваться при наличии AnyDesk","['который', 'храниться', 'стесняться', 'спросить', 'давать', 'решить', 'распоряжаться', 'приложение', 'запрещать', 'пользоваться', 'наличие', 'люба', 'стол']",0.7122421860694885,0.2814156115055084,0.0,Neutral
"@gazprombank какое ваше дело, какой софт у меня установлен? https://t.co/Q579wT7qwZ","['ваш', 'дело', 'софт', 'установленный']",0.19194278120994568,0.5078218579292297,0.0,Negative
"@gazprombank заказала карту, сказали ждать смс о готовности

В какие сроки это делается? :)","['заказать', 'сказать', 'ждать', 'смс', 'готовность', 'срок', 'делаться']",0.6001983880996704,0.5698626637458801,0.0,Neutral
@gazprombank Done. Спасибо!,"['выполнить', 'спасибо']",0.03964884206652641,0.0,0.0,Neutral
"@gazprombank Только что проверил, и в правду по какой-то причине оказалась там","['проверить', 'правда', 'причина', 'оказаться']",0.7826725244522095,0.0,0.0,Neutral
"@gazprombank Окей, карта получена уже как несколько часов. Когда её ждать в приложении, @gazprombank ?","['окей', 'получить', 'несколько', 'часы', 'её', 'ждать', 'приложение']",0.5156299471855164,0.46102678775787354,0.0,Neutral
"@gazprombank @jojumba сбросились все настройки, выкинуло из аккаунта а теперь еще и деньги не перевезти
И вы единственный сраный банк, который требует звонить в техподдержку в 2021 году","['сброситься', 'настройка', 'выкинуть', 'аккаунт', 'ещё', 'перевезти', 'единственный', 'сраный', 'требовать', 'звонить', 'техподдержка', 'год']",0.0,0.7122421860694885,0.0,Negative
@gazprombank @jojumba почините свое говноприложение которое не работает нихрена,"['починить', 'свой', 'говноприложение', 'работать', 'нихрен']",0.7122421860694885,0.6150978803634644,0.0,Neutral
"@gazprombank Я уехал уже, вернусь месяца через три. У @gazprombank единственное отделение в областном центре, да и то в ебенях что добраться сложно. Колхозники жадные имя позорите","['уехать', 'вернуться', 'месяц', 'единственный', 'отделение', 'областной', 'центр', 'ебеня', 'добраться', 'сложно', 'колхозник', 'жадный', 'имя', 'позорить']",0.0,0.6297846436500549,0.0,Negative
@gazprombank Всё ещё смотрите где пластик?),"['весь', 'ещё', 'смотреть', 'пластик']",0.0,0.21207880973815918,0.0,Negative
"@gazprombank @Gazprom А толку? На горячей линии не знают что делать, в офисе сказали ждать звонка в течении дня, а прошло уже 5 дней… чем вы поможете? Вот такими отмазками??? 100 раз пожалел что сделал у вас рефинансирование! https://t.co/SI3tOyxFOv","['толк', 'горячий', 'линия', 'знать', 'делать', 'офис', 'сказать', 'ждать', 'звонок', 'течение', 'день', 'прошлый', 'день', 'помочь', 'отмазка', 'пожалеть', 'сделать', 'рефинансирование']",0.3629792034626007,0.5775054097175598,0.0,Negative
"@gazprombank @Gazprom самый ущербный банк! Не могут решить мою проблему уже неделю! Ни в офисе, ни на горячей линии! Отправляют друг к другу! Без предупреждения повысили ставку по кредиту, ни звонка, ни смс, акцентируя это тем, что они не обязаны этим заниматься!!!","['самый', 'ущербный', 'мочь', 'решить', 'проблема', 'неделя', 'офис', 'горячий', 'линия', 'отправлять', 'друг', 'друг', 'предупреждение', 'повысить', 'ставка', 'кредит', 'звонок', 'смс', 'акцентировать', 'обязать', 'заниматься']",0.22816647589206696,0.5312193632125854,0.0,Negative
@gazprombank Отправил,['отправить'],0.9903015494346619,0.09535945951938629,0.0,Neutral
"@gazprombank это как понять? Возврат прошёл, но не пришёл? https://t.co/HgXkOSA0lC","['понять', 'возврат', 'пройти', 'прийти']",0.7122421860694885,0.0,0.0,Neutral
"@gazprombank @RitayRitay Подробности ситуции постарайтесь вы обьяснить населению 4 рубля разницу в проезде по картам мир , или будете продолжать под дурачков косить🤣🤣🤣🤣🤣 смешно выглядете как и сбер с захватом)))))","['подробность', 'ситуции', 'постараться', 'обьяснить', 'население', 'рубль', 'разница', 'проезд', 'мир', 'продолжать', 'дурачок', 'косить', 'катиться', 'этаж', 'смеяться', 'катиться', 'этаж', 'смеяться', 'катиться', 'этаж', 'смеяться', 'катиться', 'этаж', 'смеяться', 'катиться', 'этаж', 'смеяться', 'смешно', 'выглесть', 'захват']",0.0,0.6859594583511353,0.0,Negative
