Datetime,Tweet Id,Text,Username,Language
2021-12-29 17:11:21+00:00,1476239429215957003,"@alfabank Сообщение приходит от реального Альфа-Банка, естественно.
Звонки с каких номеров? Примерно с любых",Iv_Dima,ru
2021-12-29 16:47:22+00:00,1476233392068960259,@alfabank Всё 👌,jonnytyrma,ru
2021-12-29 16:45:07+00:00,1476232826035093512,"@alfabank Это не правда. Даже мы не знаем сколько точно остаток на счету, когда мы последний раз совершали транзакцию. И в это время кто-то пытается зарегистрировать интернет банкинг на этот счёт и массово приходят СМС. Вот он, бери его по IP. Нихера не сделали. Отмазку прислали.",ivanytch,ru
2021-12-29 16:39:38+00:00,1476231444448043008,"@alfabank Почините линию! Платеж не проходит уже сутки, на линию не дозвониться более 4 часов, операторы отвечают, переводят на коллег, коллеги переводят на коллег и периодически сбрасывают трубку. И это не мобильный оператор. Как будете решать проблему, товарищи?",hei6run,ru
2021-12-29 16:37:17+00:00,1476230856205340677,"@alfabank @voidlizard Что и говорить, они как бывшему сотруднику не могут закрыть зарплатный счёт уже как 7 лет, написано было три заявления!!!еще и перевели с альфамобайл Лайт на просто альфа Мобайл и списывали денежки, наверно до сих пор списывают. Банк говнище",KurczaczekY,ru
2021-12-29 16:35:27+00:00,1476230391635795976,@alfabank @AnastasVor Пиздеж.,Hashandmilk,ru
2021-12-29 16:06:27+00:00,1476223095987970053,@alfabank после 15+ лет с вами начинаю задумываться о закрытиях счетов… 🤔 https://t.co/W9O2HwqEjg,HornedKavu,ru
2021-12-29 15:46:35+00:00,1476218093814927364,"@alfabank Задача довольно проста, я хочу сменить контактный номер телефона и использовать тот, что я использую для операций. К тому номеру, что указан как контактный я не имею доступа уже как год. А проблема, я думаю, в том, что мой номер для операций - это голландский номер (+31)",Nadya_dyadya,ru
2021-12-29 15:41:32+00:00,1476216826694623235,"@alfabank Вот только он не зачитывал это, а меня спрашивал, создавая вектор атаки и закрепляя неправильно поведение у людей.",yury_mol,ru
2021-12-29 14:52:41+00:00,1476204529637076996,"@alfabank Не звоните больше этому юзеру, ему не нравится, ок?",bizarro_news,ru
2021-12-29 14:30:37+00:00,1476198977385156611,"@alfabank @mgmhmhmg Лежите уже больше шести часов и при этом ""Сейчас все сервисы работают стабильно», — ответили на запрос РБК в Альфа-банке...",kormyshov,ru
2021-12-29 14:28:10+00:00,1476198360474337280,@alfabank что с мобильным приложением целый день???,AntonSM1981,ru
2021-12-29 14:09:51+00:00,1476193750040911873,@alfabank когда починитесь ьо уже? Два часа как войти не возможно никуда...,GeniusofRussia,ru
2021-12-29 14:04:18+00:00,1476192355216769034,"@alfabank Хэллоу, ребятки!
Что с приложением? Почему пресс-службам сказали, что всё уже норм, когда на дворе 5 вечера, а всё не совсем норм?
#Альфабанк_живи",NotHleb,ru
2021-12-29 13:52:37+00:00,1476189415965921283,"@alfabank ребят, что с приложением уже два часа пишет, что проблемы со входом",mylifeisgonzo,ru
2021-12-29 13:50:14+00:00,1476188815652016134,@alfabank класс! Когда почините? https://t.co/wyLcGZMcqb,it_fila,ru
2021-12-29 13:49:23+00:00,1476188602736558089,@alfabank Звучит как угроза 🤨,antonhr1337,ru
2021-12-29 13:48:28+00:00,1476188372175663108,@alfabank А теперь объясните ЗАЧЕМ? Потому что вы не особо умные и лучше вообще изначально вас сбрасывать и никогда не отвечать?,dsappoint,ru
2021-12-29 13:34:57+00:00,1476184968678330377,@alfabank это норм что при попытке войти в приложение на айфоне получаю кракозябры? Войти не могу уже часа 4. https://t.co/5jmw46gth1,martyfoxy,ru
2021-12-29 13:34:04+00:00,1476184747219066883,@alfabank решайте проблему срочно! Так делать нельзя. Весь день не работает приложение,Superkhaos,ru
2021-12-29 13:34:04+00:00,1476184745251938306,@alfabank не могу зайти в приложение из за границы. Это нормально ?:(,Ray_Samwise,ru
2021-12-29 13:28:29+00:00,1476183339694538752,"@alfabank @sberbank @tinkoff_bank Мда, ""у нас всё работает"". А по факту пол страны накануне НГ не может получить доступ к своим деньгам. И главное ни одного официального поста в соц сетях о том, что мобильный банк лежит. Вы решили занять у клиентов ликвидности дабы поспекулировать на бирже? 🤔 Или вас хакнули?",wildmonny,ru
2021-12-29 13:18:42+00:00,1476180878929928196,"@alfabank а когда вы уже починитесь? Очень невовремя ваше приложение сломалось, вы фактически сейчас, прямо перед нг, меня без денег оставили 😬",zonya_prongles,ru
2021-12-29 13:15:07+00:00,1476179976810639360,@alfabank @faizzz28 Скажите когда заработает приложение),waifeyq,ru
2021-12-29 13:12:50+00:00,1476179404141256706,@alfabank когда приложение заработает? Никакие переводы нельзя сделать,crampmusic,ru
2021-12-29 13:12:35+00:00,1476179339628752898,"@alfabank а что у вас с приложением целый день? Невозможно залогиниться. Написать в поддержку, как вы понимаете, тоже не выходит.",LeebDeveloper,ru
2021-12-29 13:12:32+00:00,1476179327624617991,@alfabank чуваки когда приложение поднимете? невозможно!,eboteka_veka,ru
2021-12-29 13:08:37+00:00,1476178342936473601,"@alfabank @a_rz01 Чо, бесплатно? А рожу вам повидлом не намазать?",SheepPuffy,ru
2021-12-29 12:55:17+00:00,1476174987136483334,"@alfabank что-то опять опал. https://t.co/Wd1vK6mPK0
Утомило уже.",alcobike,ru
2021-12-29 12:54:34+00:00,1476174807695831041,@alfabank вы там когда воскреснете?! https://t.co/ot2vReAcSO,63omax,ru
2021-12-29 12:53:26+00:00,1476174519463202818,@alfabank у вас все хорошо? В мобильно приложении пишет «проблема со входом»,bytegbyteg,ru
2021-12-29 12:51:38+00:00,1476174069196365829,"@alfabank @sberbank @tinkoff_bank Да вы бы хоть где-нибудь написали о проблемах со входом в приложение и когла починят. Уже три часа бьюсь, не пускает, инфы нигде нет, перевод сделать невозможно",tsuvery,ru
2021-12-29 12:49:49+00:00,1476173611459301380,"@alfabank здрасьте, @alfabank почему не заходит в приложение",Padavan6021,ru
2021-12-29 12:43:30+00:00,1476172021960695816,@alfabank Мобаил не работает?,March3llo,ru
2021-12-29 12:41:14+00:00,1476171452290244615,@alfabank а вы там не офигели немножечко? 2 часа приложение лежит,relicebmi,ru
2021-12-29 12:32:53+00:00,1476169350189133828,"@alfabank Если бы у вас с долбоебами с фссп нормально оборот инфы был бы налажен, то можно было бы альфой пользоваться",Sibeduct2,ru
2021-12-29 12:27:30+00:00,1476167995219185670,@alfabank почему у меня проблема со входом в приложение?,Axcity,ru
2021-12-29 12:24:18+00:00,1476167189141073924,"@alfabank ты жить-то будешь? Нашел время падать, вставай! Мне нужны мои деняжки",AbduragimS,ru
2021-12-29 12:17:47+00:00,1476165547528232963,"@alfabank @quadrantum1 Очень быстро починили, идёт шестой час лежки",CorpseBride111,ru
2021-12-29 12:11:35+00:00,1476163990111805441,"@alfabank приложение все еще не работает, а платежи проводить нужно прямо сейчас",VRibalov,ru
2021-12-29 12:01:13+00:00,1476161380378189829,@alfabank @Lynx_uw Когда заработает?,vasy__ok,ru
2021-12-29 11:51:56+00:00,1476159043181977602,@alfabank что там опять ?? Приложение не заходит каждый год одно и тоже… #альфабанкупал,vvchumanov,ru
2021-12-29 11:44:02+00:00,1476157054905688067,"@alfabank простите, а что у вас за херня происходит? Почему для того, чтобы вывести деньги, мне потребовалось около получаса времени, порядка 30 попыток и примерно 100500 нервных клеток? 
А вывести деньги на счёт другого банка не получается до сих пор, в чём проблема?",who_fckkk,ru
2021-12-29 11:42:21+00:00,1476156631406858241,"@alfabank меня ОПЯТЬ сегодня подвёл. Хорошо, что на карте было 500₽ и я смог на них заправится. Приложение просто не работало и я не мог перекинуть на карту требуемую сумму. Оно и до сих пор не работает. Код ввел и все - ничего! https://t.co/ejsEzDeYeU",yaba_daba_dooo,ru
2021-12-29 11:40:48+00:00,1476156241244135428,"@alfabank гореть вам в аду, ну совсем не время чтобы лечь!",Dorofeev,ru
2021-12-29 11:38:52+00:00,1476155753941590017,@alfabank что у вас случилось? https://t.co/ARic20ccnZ,dnlzdnv,ru
2021-12-29 11:36:35+00:00,1476155182421626884,@alfabank ну вы чо?((( https://t.co/pyLn2MkBnm,morkets_oy,ru
2021-12-29 11:35:11+00:00,1476154830901157889,"@alfabank @sberbank @tinkoff_bank Я, конечно, извиняюсь, но вам до @tinkoff_bank и @sberbank очень далеко. Приложение, кстати, прямо сейчас не работает, вверху написано о каких-то тех. работах. Вы правда проводите плановое обслуживание днём в рабочий день?!",madedych,ru
2021-12-29 11:34:58+00:00,1476154774756151299,"@alfabank Я бы прислал скриншот с приложения, но оно у вас упало.)",sukhov_s,ru
2021-12-29 11:32:59+00:00,1476154275646558209,@alfabank Всё утро и весь день не работает приложение. Когда почините? https://t.co/QL2c6NjdWm,antikorr,ru
2021-12-29 11:27:18+00:00,1476152845086990336,"@alfabank может приложение банка попробует поработать,а ?",alpden,ru
2021-12-29 11:25:14+00:00,1476152323206365187,"@alfabank А как она определяется для клиента с улицы, должен же быть алгоритм расчёта?
 Закон о рекламе очень недоработан, если бы обязали ставку от и до хотя бы указывать, поток бы поменьше у вас был.
А есть статистика по проценту укладывающихся в 100%, 🤣🤣🤣",LexxBose,ru
2021-12-29 11:21:29+00:00,1476151381920829442,@alfabank у вас там все ок? Через сайт тоже не могу зайти https://t.co/MDi2R1pGJ7,safrankov,ru
2021-12-29 11:16:38+00:00,1476150159214059523,@alfabank все еще не восстановили - невозможно получить перевод по спб или сделать переводы внутри своих счетов. Сколько еще ждать?,Lynx_uw,ru
2021-12-29 11:16:36+00:00,1476150152289263620,@alfabank когда уже заработает приложение? До сих пор не могу залогиниться.,onemuri_liya,ru
2021-12-29 11:11:46+00:00,1476148935676858383,"@alfabank приложение легло именно тогда, когда мне так нужно им воспользоваться . Классика",Q2ZASoulja,ru
2021-12-29 11:03:53+00:00,1476146952114950145,"@alfabank Приветствую. Уважаемые, когда там приложение уже заработает?",vitischeg,ru
2021-12-29 10:51:52+00:00,1476143929028403201,@alfabank что происходит? Почему не работают сервисы?,Bce_takoe,ru
2021-12-29 10:43:58+00:00,1476141939871391751,"@alfabank 
Начинаю немного жалеть)) https://t.co/2ISJbh9I3v",AloneTupple,ru
2021-12-29 10:35:46+00:00,1476139876781285376,@alfabank у вас снова сбои в приложении 😐😔,Cat_in_the_lens,ru
2021-12-29 10:33:58+00:00,1476139421821026309,"@alfabank @quadrantum1 И чо где пуши? Херли рекламные пушки по кд летят, а квк приложение сдохло, я узнаю об этом на кассе?)) чуханы, ну",colorless,ru
2021-12-29 10:24:13+00:00,1476136971550527490,"@alfabank @bairada &gt; Будем стараться больше подводить🙏

🥲",GRayH00k,ru
2021-12-29 10:23:45+00:00,1476136853115916290,@alfabank  устал и решил прилечь https://t.co/byBIVCAzcz,sintezenish,ru
2021-12-29 10:23:19+00:00,1476136742214381573,"@alfabank @___mrART___ Нет, спасибо. Я лучше сообщу их сразу в центральный банк. На просьбу клиента отключить звонки нужно реагировать без лишних вопросов и проверок. Взять и отключить. Не благодарите.",bolshoyBBB,ru
2021-12-29 10:19:08+00:00,1476135690266202114,@alfabank @quadrantum1 А через веб версию можно перевод сделать на сбербанк??,MandaRinoviy,ru
2021-12-29 10:16:36+00:00,1476135052224389124,@alfabank у вас все хорошо? Не могу войти в приложение.,aprio_ri,ru
2021-12-29 10:12:38+00:00,1476134055636869127,@alfabank @AnastasVor В вашем чате среднее время ответа 1-2 часа. В чем может возникнуть сложность?,etotimur,ru
2021-12-29 10:05:51+00:00,1476132345879138306,"@alfabank  и упали, и с кашей наебали. Предновогодний марафон на пятерку! Пора идти в другому дому.",kaeigor_nn,ru
2021-12-29 09:59:33+00:00,1476130761757675521,@alfabank Привет. ЧТо с приложением и банк-клиентом. Не возможно зайти.,n_krainov,ru
2021-12-29 09:53:16+00:00,1476129182749011972,"@alfabank вы бы не могли мой номер  тоже из базы обзвонов потереть? Ну не нужен мне кредит или кредитка, я прилично зарабатываю. И мечты у меня тоже нет. Просто скучно живу на зарплату разработчика",deworkers,ru
2021-12-29 09:34:11+00:00,1476124377204805636,@alfabank А зачем ставили эти ваши звонки? 🗿,s0mik,ru
2021-12-29 09:25:50+00:00,1476122277439811591,@alfabank когда будет работать приложение?,g0akwip3,ru
2021-12-29 09:18:25+00:00,1476120410706092040,@alfabank Вы подтвердили это через сутки после совершения операции,bairada,ru
2021-12-29 09:16:27+00:00,1476119917183352836,@alfabank  что у вас происходит с банком для ФЛ? Невозможно зайти в банк и оплатить ничего,Lynx_uw,ru
2021-12-29 09:13:34+00:00,1476119189144453122,"@alfabank сука тут даже слово ""извините"" не потрудились написать ахахахахах https://t.co/XwhP8hXNC7",mgmhmhmg,ru
2021-12-29 09:11:50+00:00,1476118754455138305,@alfabank почему опять не работает приложение? Когда заработает? Почему вообще все так омерзительно плохо у вас работает в последние месяцы?,mgmhmhmg,ru
2021-12-29 08:28:17+00:00,1476107793417523200,"@alfabank Нет уже не тревожите. Я просил раза 4, а потом пошел в отделение и отключился от вас на совсем)",antonhr1337,ru
2021-12-29 08:15:29+00:00,1476104574238965761,"@alfabank @lusy_vestenra Зато пока ждёте ответа карты вам заблочат на раз-два, гениально!",dsappoint,ru
2021-12-29 08:13:18+00:00,1476104023459696644,"@alfabank @ilyabirman Помогли отдельно взятому человеку с большим количеством фоловеров, только после того, как он поднял вопрос в твиттере. Остальным пользователям от этого какой смысл, они не застрахованы от этой ситуации, выводы не сделаны, ничего не изменится. Для остальных вы все еще говно.",faizzz28,ru
2021-12-29 08:06:34+00:00,1476102329451618304,"@alfabank Да вас вообще не должно ебать зачем мне карта, на ней МОИ деньги, а не ваши. Вы от счастья прыгать должны что у вас новый клиент который будет платить за обслуживание. Или вы серьезно думаете что вы единственный банк на планете? Вы думаете что у вас лучшие условия? - вы ошибаетес",doktor_tv_tela,ru
2021-12-29 08:03:59+00:00,1476101678202032132,@alfabank Да почему я должен совершать лишние телодвижения? Вы не хотите просто взять и отключить любые звонки мне?,bolshoyBBB,ru
2021-12-29 07:55:13+00:00,1476099471285051392,"@alfabank @sasha_kusin @ilyabirman а если информации от клиента недостаточно, то проблемы уже будут у него 🤡",vapaamielisyys,ru
2021-12-29 07:50:33+00:00,1476098297177776134,"@alfabank скажите пожалуйста, какой график работы после Нового Года, в г. Новокузнецк на Бардина, 8?",beloussic,ru
2021-12-29 07:46:16+00:00,1476097219547779073,"@alfabank Пока что все мнения, которые мне попадаются, на редкость единодушны.",lusy_vestenra,ru
2021-12-29 07:25:39+00:00,1476092030342344708,@alfabank @IgorSysoev Бывшие коллеги?,AliveDD,ru
2021-12-29 06:49:33+00:00,1476082947992260614,"@alfabank @doktor_tv_tela Ааа, с-ка! Зачем тебе дебетовая карта? Признавайся! Какие у тебя небезопасные цели?!? У тебя что деньги лишние есть? Почему кредитку не хочешь брать, мр-зь?!",rnkbb,ru
2021-12-29 06:39:46+00:00,1476080483759013888,@alfabank @frauhelgawinter Это как раз удивительно.,Krupnitskiy,ru
2021-12-29 06:36:57+00:00,1476079776133750788,"@alfabank можно сделать проще, в МП отображать номера карт, участвующих в конкретной акции. а не вот это вот всё с пдфками и перепиской с поддержкой, которая сама ничего не знает и пишет в какой-то отдел, который её игнорит. какая жесть у вас там творится внутри, как выяснилось.",alexk5555,ru
2021-12-29 05:15:23+00:00,1476059247838380033,@alfabank по итогу: на решение вопроса с одним абзацем в одном файле потрачено 4 месяца.,alexk5555,ru
2021-12-29 05:03:19+00:00,1476056212806541317,@alfabank Да и что значит ближайшее? Это мне надо зайти на сайт и померить расстояние? Никакого смс о ближайшем отделении или что карта передана куда то не пришло,takeuturn,ru
2021-12-29 05:01:56+00:00,1476055863970381824,"@alfabank @lusy_vestenra Сначала её создать, ага",AlenaSvetoch,ru
2021-12-29 05:01:17+00:00,1476055701663404038,"@alfabank Не поняла как. Номера карты нет, поэтому мобильное приложение не давало зарегистрироваться. Написать в поддержку  можно только если есть приложение. В общем замкнутый круг для меня вышел. Звонить ну не мое, особенно в банк",takeuturn,ru
2021-12-29 04:14:54+00:00,1476044028667994114,"@alfabank Вы наверно не поняли что я про ваше отношение к клиентам! С вашим банком давно дел не имею, buy)",Mishka_FM,ru
2021-12-29 01:21:57+00:00,1476000504291500035,"@alfabank Да суть не в этом. Почему в рекламе не говорится так: Процент по продукту 39.99, при соблюдении условий проценты не начисляются.
И что нахуй за число 39.99? Что за пидарас его выдумал?",LexxBose,ru
2021-12-29 00:00:41+00:00,1475980051464265735,"@alfabank @ilyabirman Всё активно, но есть нюансы (всё заблокировано)",straykov,ru
2021-12-28 23:29:48+00:00,1475972281570676739,"@alfabank @lusy_vestenra Нихрена вы не стараетесь, а делаете все наотьебись. И самый сыкливый банк. 2 часа меня пытали - зачем мне дебетовая карта... пиздец",doktor_tv_tela,ru
2021-12-28 22:06:45+00:00,1475951378455531520,@alfabank @frauhelgawinter ключевое слово - уже,bogdan_mirz,ru
2021-12-28 21:37:41+00:00,1475944065980149768,@alfabank Я читаю отзывы ваших клиентов. Почему-то им верится больше.,lusy_vestenra,ru
2021-12-28 21:31:42+00:00,1475942557960003593,"@alfabank @_Finik Что бы удостовериться, что вы сотрудник банка, продиктуйте номер вашей банковской карты, срок действия и электронную подпись на обратной стороне карты! Ало",killaalhumans,ru
2021-12-28 21:04:13+00:00,1475935641271681033,@alfabank @ilyabirman А счёт почему нельзя закрыть в приложении или по телефону?! Обязательно надо идти в отделение. Зачем?! 🤷‍♂️,MNZakharov,ru
2021-12-28 20:19:48+00:00,1475924464005259277,"@alfabank Ваш новый кабинет для юриков пошёл не так. Отписки ваши пошли не так. Отсутствие нормальной формы для общения с банком в письменно виде пошло не так. Чувак, который писал скрипты операторам пошёл не так. И главное, - справку могли  сделать в отделении в моём присутствии. Но хуй",AnastasVor,ru
2021-12-28 19:56:27+00:00,1475918588481392640,"@alfabank @V_Tsygankov Что за чушь? Это абсолютно левая отписка, никто даже жопу не оторвет: А2107143181, плюс я вас еще отпылесосил на банкиру, там вы закопипейстили такую же лабуду. Полный тухляк, слив данных клиентов и отмазки это не мы. А кто кроме сотрудников банка имеет доступ к счету?",ivanytch,ru
2021-12-28 19:54:25+00:00,1475918076961083407,"@alfabank Клиент не ответил неправильно. Клиент отказался отвечать, потому что вопрос вызывает подозрения.

Звонил не клиент, а банк. Клиенту тоже важно убедиться, что он говорит с банком, а не с мошенниками.",lusy_vestenra,ru
2021-12-28 19:44:48+00:00,1475915655828447235,"@alfabank @lusy_vestenra Пиздишь, гнида",q_q_owl,ru
2021-12-28 19:37:48+00:00,1475913895814565891,@alfabank Пока что мнения ваших клиентов этого не подтверждают.,lusy_vestenra,ru
2021-12-28 19:34:11+00:00,1475912984845238280,"@alfabank @ilyabirman Не давай телеграмму, Варенуха",zhabrew,ru
2021-12-28 19:09:17+00:00,1475906720463478795,@alfabank @sasha_kusin @ilyabirman решалы,Kovos4,ru
2021-12-28 19:09:09+00:00,1475906687412408320,"@alfabank @sasha_kusin @ilyabirman Почему сразу нормально нельзя? Простейшие вопросы решаются, только когда до публики дело доходит. В чате поддержки вообще не добиться ничего, кроме извинений в лучшем случае.",alexandrmoroz,ru
2021-12-28 18:24:04+00:00,1475895338787647501,@alfabank @ilyabirman Ваши фрилансеры с зоны звонили?,IgorSysoev,ru
